Filename,Total,CPU Setup,GPU Total,GPU Upload,GPU Upload Create,Preprocessing,Instruction Count,Instruction Gen,Optimize,Regalloc,Jump Fix,Postprocess
./funclen/8.in/3.out,2575882,145943,225269,1502,46,572,291,2625,890,218757,599,20
./funclen/8.in/4.out,2545637,115489,221042,1492,41,569,303,2602,896,214546,601,20
./funclen/8.in/5.out,2547516,115023,218669,1499,41,588,292,2601,898,212148,611,21
./funclen/8.in/6.out,2587153,141783,230777,1510,43,588,292,2600,894,224248,612,20
./funclen/8.in/7.out,2560429,116119,228377,1488,40,580,291,2619,890,221868,606,22
./funclen/8.in/8.out,2580889,147453,218469,1516,41,578,293,2596,893,211957,602,20
./funclen/8.in/9.out,2559872,116258,230740,1503,41,585,296,3096,888,223731,607,21
./funclen/8.in/10.out,2574214,116835,231669,1517,40,587,301,2605,901,225109,613,21
./funclen/8.in/11.out,2588355,141752,222100,1544,40,588,296,2598,893,215548,600,21
./funclen/8.in/12.out,2596431,144907,229647,1515,42,576,303,2593,906,223108,611,22
./funclen/8.in/13.out,2555522,116460,228449,1500,42,589,297,2584,903,221941,602,20
./funclen/8.in/14.out,2545991,114915,223744,1498,41,582,294,2601,899,217237,600,19
./funclen/8.in/15.out,2556998,114941,223332,1514,44,585,305,2592,881,215326,2092,22
./funclen/8.in/16.out,2605057,143163,230878,1519,43,575,298,2915,904,224024,608,21
./funclen/8.in/17.out,2555931,116853,227544,1511,43,578,293,2601,894,221036,597,22
./funclen/8.in/18.out,2574018,146584,218183,1512,40,588,292,2592,901,211657,609,19
./funclen/8.in/19.out,2583598,147133,230560,1505,41,760,306,2605,893,223847,610,21
./funclen/8.in/20.out,2590617,144726,225909,1524,42,579,300,2619,890,219357,607,20
./funclen/8.in/21.out,2591122,146479,221146,1570,40,590,293,2590,903,214556,611,20
./funclen/8.in/22.out,2600645,146801,230789,1530,41,585,299,2610,892,224219,621,21
./funclen/8.in/23.out,2585448,143256,222111,1513,42,578,297,2607,887,215591,603,22
./funclen/8.in/24.out,2594584,145026,230010,1524,44,574,291,2594,899,223488,606,21
./funclen/8.in/25.out,2544124,116046,230210,1506,41,579,293,2593,896,223693,614,21
./funclen/8.in/26.out,2588174,146242,223824,1531,40,589,294,2608,891,217272,605,21
./funclen/8.in/27.out,2530777,116126,220270,1517,40,580,304,2598,891,213735,611,20
./funclen/8.in/28.out,2603297,144267,229917,1521,41,586,298,2609,894,223361,613,21
./funclen/8.in/29.out,2583948,143540,224507,1527,42,577,304,2611,891,217964,599,22
./funclen/8.in/30.out,2597514,114973,230460,1512,42,583,295,2588,882,223927,640,20
./shape/1.in/0.out,2940164,668198,54939,5249,318,1382,329,4309,1004,41903,704,46
./shape/1.in/1.out,2931775,664010,55780,5210,330,1346,322,4278,993,42870,702,47
./shape/1.in/2.out,2950304,663316,55333,5668,334,1350,328,4282,1003,41940,704,46
./shape/1.in/3.out,2935896,666961,55205,5606,333,1344,324,4289,983,41899,702,45
./shape/1.in/4.out,2966228,672163,55919,5278,330,1340,324,4302,989,42928,699,46
./shape/1.in/5.out,2955522,664086,56237,5623,328,1340,325,4295,1012,42881,703,47
./shape/1.in/6.out,2929855,664181,54908,5266,325,1344,331,4298,998,41911,703,46
./shape/1.in/7.out,2953300,656947,55837,5225,325,1344,323,4298,992,42896,700,46
./shape/1.in/8.out,2915749,638653,55265,5621,322,1343,326,4297,1000,41918,701,46
./shape/1.in/9.out,2912010,632487,55794,5218,328,1348,325,4258,992,42889,706,45
./shape/1.in/10.out,2969920,691710,56378,5710,325,1346,329,4298,998,42934,705,46
./shape/1.in/11.out,2936929,661625,56287,5635,328,1342,323,4309,1007,42911,700,47
./shape/1.in/12.out,2943547,662199,54879,5266,326,1342,342,4271,994,41903,703,45
./shape/1.in/13.out,2936172,660109,55405,4806,330,1333,330,4288,993,42890,707,46
./shape/1.in/14.out,2913957,640805,55183,5561,315,1352,323,4271,1004,41912,701,46
./shape/1.in/15.out,2900390,633571,55174,5540,317,1334,331,4304,991,41916,701,45
./shape/1.in/16.out,2958585,680679,55237,5629,331,1340,324,4312,993,41878,703,45
./shape/1.in/17.out,2902055,638319,55290,5648,321,1340,348,4275,1003,41913,704,46
./shape/1.in/18.out,2894466,634999,56168,5563,329,1339,324,4287,1007,42887,703,45
./shape/1.in/19.out,2906229,630978,55827,5169,336,1389,323,4283,998,42905,702,45
./shape/1.in/20.out,2904327,627197,55112,5521,322,1333,333,4299,987,41880,702,45
./shape/1.in/21.out,2965517,689040,54766,5168,328,1344,335,4269,1002,41884,706,45
./shape/1.in/22.out,2913012,630557,56110,5497,317,1346,328,4258,1003,42910,707,49
./shape/1.in/23.out,2949675,675278,54738,5130,330,1339,327,4320,994,41867,704,45
./shape/1.in/24.out,2901765,628392,55153,5566,326,1339,322,4293,994,41879,703,46
./shape/1.in/25.out,2961570,671371,54797,5169,319,1344,326,4286,1004,41902,706,47
./shape/1.in/26.out,2923584,652980,56512,5398,363,1484,358,4592,1038,42883,700,47
./shape/1.in/27.out,2896730,626853,56234,5645,328,1337,331,4295,1002,42866,699,47
./shape/1.in/28.out,2944269,666053,55191,5596,321,1349,327,4290,989,41879,704,45
./shape/1.in/29.out,2893111,633175,54919,5188,362,1414,330,4287,1005,41934,702,45
./shape/1.in/30.out,2950414,664522,55320,5648,336,1344,327,4328,994,41919,702,45
./shape/2.in/0.out,2899468,598472,87776,5242,237,1344,321,4855,2925,72206,831,39
./shape/2.in/1.out,2887365,592999,87786,5225,234,1334,323,4831,2906,72288,828,39
./shape/2.in/2.out,2864779,563989,87232,4750,236,1339,330,4828,2900,72200,828,43
./shape/2.in/3.out,2899649,598160,87769,5180,237,1337,330,4842,2940,72251,831,42
./shape/2.in/4.out,2919185,595102,86543,5198,245,1337,339,4854,2903,71037,823,39
./shape/2.in/5.out,2895120,597037,86738,5227,236,1350,325,4869,2915,71169,830,40
./shape/2.in/6.out,2863542,564103,87208,4834,237,1351,327,4829,2911,72075,830,40
./shape/2.in/7.out,2910661,596226,87645,5220,241,1334,328,4854,2889,72134,831,43
./shape/2.in/8.out,2887470,564472,86636,5191,232,1333,329,4856,2906,71149,821,40
./shape/2.in/9.out,2893071,592806,86684,5291,241,1336,335,4859,2908,71069,834,41
./shape/2.in/10.out,2892267,594984,87309,4826,231,1338,325,4854,2915,72167,834,39
./shape/2.in/11.out,2864506,566398,86672,5218,237,1342,322,4855,2927,71122,834,39
./shape/2.in/12.out,2862360,565774,86148,4769,239,1338,321,4850,2916,71072,829,39
./shape/2.in/13.out,2873861,570900,86628,5157,235,1353,322,4875,2890,71146,833,39
./shape/2.in/14.out,2923764,600708,86543,5149,236,1343,320,4839,2907,71098,835,40
./shape/2.in/15.out,2863290,566212,86098,4758,236,1337,324,4841,2888,71071,827,39
./shape/2.in/16.out,2928074,595162,87658,5191,251,1336,325,4847,2906,72164,838,40
./shape/2.in/17.out,2905365,596856,87489,5130,238,1339,319,4851,2910,72063,825,39
./shape/2.in/18.out,2895162,591999,86144,4746,235,1339,328,4811,2926,71114,827,40
./shape/2.in/19.out,2880174,593993,86440,5105,234,1339,321,4837,2901,71058,827,39
./shape/2.in/20.out,2901399,593349,87582,5144,233,1350,328,4860,2907,72108,833,40
./shape/2.in/21.out,2870419,578237,87477,5138,237,1337,323,4843,2925,72033,824,40
./shape/2.in/22.out,2868848,569752,87569,5179,238,1355,325,4841,2907,72081,829,40
./shape/2.in/23.out,2919303,596743,87614,5170,235,1340,328,4847,2901,72140,835,39
./shape/2.in/24.out,2886871,570337,86657,5162,240,1386,317,4855,2911,71139,829,40
./shape/2.in/25.out,2888539,571000,87628,5134,239,1345,326,4855,2920,72165,832,40
./shape/2.in/26.out,2895611,591591,87222,4743,239,1334,328,4830,2889,72223,822,39
./shape/2.in/27.out,2900134,595399,87420,4787,240,1357,334,4848,2908,72297,836,40
./shape/2.in/28.out,2905091,590768,86207,4723,232,1336,341,4815,2914,71205,821,39
./shape/2.in/29.out,2885047,562580,87767,5174,244,1347,330,4872,2919,72238,835,40
./shape/2.in/30.out,2916560,596232,86298,4729,246,1337,327,4890,2902,71228,834,39
./shape/3.in/0.out,2943267,528572,183764,5022,239,1335,319,5360,3032,167941,708,35
./shape/3.in/1.out,2943322,549322,182576,4988,234,1332,328,5382,3014,166780,704,37
./shape/3.in/2.out,2959275,560842,185788,5053,239,1340,326,5376,3036,169903,706,36
./shape/3.in/3.out,2949455,552744,184868,4984,234,1335,326,5386,3027,169052,709,37
./shape/3.in/4.out,2955919,554083,184023,5040,247,1334,323,5337,3031,168209,703,36
./shape/3.in/5.out,2926230,529887,182026,5039,241,1337,329,5363,3044,166154,713,35
./shape/3.in/6.out,2948198,548118,185092,4991,240,1329,323,5364,3018,169310,707,36
./shape/3.in/7.out,2954089,555035,185366,5021,237,1334,321,5357,3032,169539,715,36
./shape/3.in/8.out,2944520,552173,184121,5010,237,1339,320,5354,3019,168321,707,37
./shape/3.in/9.out,2910431,519743,184292,5098,239,1385,335,5332,3003,168375,706,36
./shape/3.in/10.out,2903199,521372,185531,5049,243,1331,319,5393,3030,169649,709,37
./shape/3.in/11.out,2949994,552827,182572,5020,233,1344,320,5337,3003,166806,692,37
./shape/3.in/12.out,2947679,551971,184019,4985,232,1330,319,5355,3015,168259,708,37
./shape/3.in/13.out,2917129,524051,185243,5013,240,1332,324,5333,3016,169467,709,37
./shape/3.in/14.out,2951565,554527,185384,5028,238,1331,322,5349,3036,169557,711,37
./shape/3.in/15.out,2957381,552157,185098,5010,238,1339,322,5396,3013,169263,706,36
./shape/3.in/16.out,2911687,521906,183683,5097,255,1338,322,5332,3040,167804,700,38
./shape/3.in/17.out,2905995,519491,183358,4998,233,1337,318,5345,3027,167577,707,35
./shape/3.in/18.out,2948266,550333,181118,5040,239,1345,321,5396,3037,165218,711,37
./shape/3.in/19.out,2913732,525065,182292,5020,240,1333,319,5363,3035,166471,703,36
./shape/3.in/20.out,2970205,550593,184206,5058,263,1395,322,5363,3042,168265,712,36
./shape/3.in/21.out,2938165,522348,184207,4985,235,1338,320,5344,3034,168430,706,37
./shape/3.in/22.out,3035658,552263,192298,10020,252,1454,357,5597,3166,170898,751,39
./shape/3.in/23.out,2930122,519821,184230,5027,248,1337,320,5357,3006,168425,707,37
./shape/3.in/24.out,2957629,554727,183935,4651,235,1337,336,5389,3040,168422,711,36
./shape/3.in/25.out,2942784,548103,182664,5075,245,1341,319,5370,3042,166762,708,36
./shape/3.in/26.out,2926799,523747,180276,5030,233,1336,329,5354,3034,164458,687,35
./shape/3.in/27.out,2932053,549890,183586,4591,236,1335,325,5341,2997,168242,705,37
./shape/3.in/28.out,2952655,552538,184277,5059,239,1343,324,5345,3052,168391,715,36
./shape/3.in/29.out,2923244,520991,185400,4986,230,1336,327,5366,3031,169595,710,37
./shape/3.in/30.out,2922920,522466,185094,4976,237,1343,333,5349,3007,169325,713,36
./shape/4.in/0.out,14850663,424928,12207194,4280,237,1335,308,6633,4342,12189758,489,34
./shape/4.in/1.out,14854699,420252,12217465,4327,243,1301,304,6649,4334,12200010,492,32
./shape/4.in/2.out,14917005,449345,12236084,4261,235,1317,307,6649,4359,12218661,479,34
./shape/4.in/3.out,14899747,445282,12235877,4276,230,1304,314,6697,4297,12218456,485,32
./shape/4.in/4.out,14899021,420767,12243483,4236,236,1308,304,6671,4309,12226125,483,30
./shape/4.in/5.out,14965217,469277,12275827,4229,234,1306,304,6688,4339,12258234,678,32
./shape/4.in/6.out,14986108,448325,12307712,4233,234,1307,304,6649,4340,12290334,495,33
./shape/4.in/7.out,14966549,447128,12292536,4258,242,1306,306,6657,4340,12275135,483,34
./shape/4.in/8.out,14935618,453504,12276887,4274,242,1307,311,6654,4317,12259493,481,32
./shape/4.in/9.out,14921119,421015,12288706,4252,241,1307,300,6695,4348,12271265,488,33
./shape/4.in/10.out,14985371,466166,12293169,4261,237,1307,315,6685,4341,12275724,485,33
./shape/4.in/11.out,14937095,448350,12270081,4224,237,1300,311,6656,4334,12252719,489,31
./shape/4.in/12.out,14929082,438557,12244785,4280,250,1310,308,6697,4316,12227337,486,32
./shape/4.in/13.out,14935208,449338,12267991,4238,240,1307,307,6703,4330,12250568,489,32
./shape/4.in/14.out,14989636,452509,12271129,4272,244,1316,307,6648,4334,12253713,492,32
./shape/4.in/15.out,14985280,449061,12308507,4307,249,1305,309,6788,4356,12290915,481,31
./shape/4.in/16.out,14941926,421265,12289763,4229,232,1316,309,6684,4329,12272357,491,31
./shape/4.in/17.out,14986089,439520,12313817,4247,244,1307,309,6659,4361,12296395,490,33
./shape/4.in/18.out,14971329,447096,12297569,4264,245,1305,307,6676,4327,12280146,494,33
./shape/4.in/19.out,14916576,421101,12284460,4247,239,1306,320,6650,4361,12267041,487,32
./shape/4.in/20.out,14967330,437705,12308120,4253,237,1311,307,6697,4351,12290664,486,34
./shape/4.in/21.out,14956976,449209,12281830,4268,241,1304,304,6654,4349,12264415,488,32
./shape/4.in/22.out,14934574,419886,12295654,4325,248,1311,310,6669,4357,12278138,493,34
./shape/4.in/23.out,14952023,468684,12269254,4275,240,1301,311,6693,4337,12251790,500,30
./shape/4.in/24.out,14988243,449153,12313320,4328,242,1311,303,6642,4343,12295857,487,33
./shape/4.in/25.out,14887781,421135,12258779,4329,248,1296,308,6672,4348,12241285,491,32
./shape/4.in/26.out,14955626,423106,12291456,4317,244,1310,307,6694,4345,12273941,495,31
./shape/4.in/27.out,14957090,466670,12260904,4311,240,1305,316,6703,4334,12243398,488,31
./shape/4.in/28.out,14971631,446987,12294107,4310,247,1365,315,6648,4332,12276593,493,33
./shape/4.in/29.out,14963465,438066,12302623,4248,239,1309,307,6685,4360,12285157,508,32
./shape/4.in/30.out,14945060,449092,12277796,4462,235,1294,310,6639,4363,12260191,488,32
./shape/5.in/0.out,57244679,375593,54646115,3680,237,1296,309,5778,4343,54630277,387,27
./shape/5.in/1.out,57528125,393671,54904940,3678,238,1299,303,5786,4335,54889109,382,29
./shape/5.in/2.out,57389585,372521,54782753,3656,232,1304,308,5791,4355,54766910,384,28
./shape/5.in/3.out,57417949,387165,54809733,9467,326,1804,419,7093,4866,54785637,387,28
./shape/5.in/4.out,57327243,373765,54724819,3623,231,1309,306,5800,4357,54708996,384,28
./shape/5.in/5.out,57450419,372983,54846874,3636,238,1304,297,5856,4366,54830982,389,29
./shape/5.in/6.out,57292754,372534,54687209,10688,319,1800,417,7044,4856,54661959,387,26
./shape/5.in/7.out,57122277,368105,54552781,3707,237,1310,307,5781,4322,54536927,386,26
./shape/5.in/8.out,57271503,371877,54688343,3731,239,1299,309,5815,4348,54672416,381,28
./shape/5.in/9.out,57091888,370502,54532031,3697,230,1294,307,5774,4342,54516189,384,28
./shape/5.in/10.out,57132579,371375,54549837,3704,232,1304,305,5797,4356,54533942,385,28
./shape/5.in/11.out,57372067,368824,54793620,3712,239,1297,306,5817,4351,54777708,383,29
./shape/5.in/12.out,57034490,384528,54409543,3704,236,1307,297,5820,4351,54393634,386,27
./shape/5.in/13.out,57130290,370149,54551892,3726,238,1299,304,5772,4362,54536001,383,27
./shape/5.in/14.out,57313429,374358,54713794,3721,234,1304,304,5779,4333,54697926,383,27
./shape/5.in/15.out,57241280,371726,54654708,3701,234,1298,302,5777,4334,54638864,388,27
./shape/5.in/16.out,57374774,371664,54794234,3758,239,1308,301,6114,4352,54777967,389,28
./shape/5.in/17.out,57189820,368727,54610968,3744,228,1291,301,5805,4341,54595054,389,28
./shape/5.in/18.out,57414078,374054,54817415,3748,239,1299,309,5804,4336,54801478,394,29
./shape/5.in/19.out,57209998,371470,54636240,3731,240,1303,307,5829,4359,54620279,386,27
./shape/5.in/20.out,57135250,372075,54539276,3736,231,1297,305,5762,4328,54523418,385,28
./shape/5.in/21.out,57207032,370332,54622076,3708,232,1298,309,5792,4350,54606189,385,27
./shape/5.in/22.out,57289779,383341,54690133,3749,236,1304,302,5808,4331,54674214,382,27
./shape/5.in/23.out,57273416,369187,54690800,3709,230,1306,305,5786,4331,54674933,387,28
./shape/5.in/24.out,57266738,342384,54678099,3740,234,1300,301,5779,4361,54662179,391,30
./shape/5.in/25.out,57479975,435517,54686811,3655,241,1301,304,5802,4359,54670959,387,27
./shape/5.in/26.out,57388207,369999,54807107,3708,233,1307,313,5778,4363,54791205,388,29
./shape/5.in/27.out,57157103,386563,54551823,3806,242,1350,307,5801,4365,54535760,389,28
./shape/5.in/28.out,57416426,370389,54832714,3779,237,1306,303,5818,4344,54816732,387,28
./shape/5.in/29.out,57278982,374757,54693318,3742,235,1308,299,5817,4350,54677367,389,27
./shape/5.in/30.out,57146825,369704,54561786,3691,236,1281,300,5792,4359,54545933,385,28
./shape/6.in/0.out,40900053,285720,38377330,2972,236,1304,301,6168,4197,38361967,380,23
./shape/6.in/1.out,40852938,278405,38355435,2989,236,1284,298,6138,4194,38340124,372,20
./shape/6.in/2.out,40971228,279799,38475684,2972,231,1298,298,6149,4205,38460350,372,23
./shape/6.in/3.out,40975460,279909,38467986,2974,238,1292,298,6149,4185,38452671,380,22
./shape/6.in/4.out,40908822,277737,38399700,3024,236,1298,297,6187,4203,38384267,385,22
./shape/6.in/5.out,40909143,279012,38422681,3024,234,1296,297,6183,4178,38407287,376,24
./shape/6.in/6.out,40824147,276876,38320124,3012,234,1290,293,6197,4206,38304710,375,24
./shape/6.in/7.out,40924632,279326,38417662,3037,231,1289,298,6149,4155,38402314,380,23
./shape/6.in/8.out,40956101,274154,38469125,3041,239,1281,292,6176,4151,38453765,378,23
./shape/6.in/9.out,40844750,278321,38349477,3014,231,1296,296,6180,4200,38334062,391,22
./shape/6.in/10.out,40909102,282606,38407374,3031,243,1280,296,6165,4210,38391973,378,25
./shape/6.in/11.out,40755186,249178,38286578,3022,233,1301,294,6157,4177,38271214,372,23
./shape/6.in/12.out,40857895,276956,38359762,3123,244,1286,301,6163,4228,38344246,376,21
./shape/6.in/13.out,40858588,284192,38351493,3052,230,1290,295,6130,4202,38336106,378,23
./shape/6.in/14.out,40773145,249669,38308964,3091,240,1304,298,6124,4177,38293546,385,23
./shape/6.in/15.out,40827703,286841,38316284,3106,236,1291,299,6133,4183,38300858,373,24
./shape/6.in/16.out,40770466,279548,38263286,3106,235,1298,298,6175,4198,38247800,370,24
./shape/6.in/17.out,40902972,279927,38380404,3097,231,1295,302,6171,4228,38364889,381,25
./shape/6.in/18.out,40718676,278715,38226299,3100,232,1296,293,6125,4201,38210873,370,24
./shape/6.in/19.out,40874889,250708,38392447,3104,241,1283,293,6173,4225,38376948,381,22
./shape/6.in/20.out,40870421,299747,38355512,3106,243,1283,294,6164,4202,38340047,377,22
./shape/6.in/21.out,40911484,278593,38414420,3119,232,1299,291,6170,4192,38398934,378,22
./shape/6.in/22.out,40905625,300893,38388910,3109,242,1287,295,6164,4229,38373409,376,25
./shape/6.in/23.out,40849621,278849,38346746,3091,234,1280,298,6182,4189,38331287,383,21
./shape/6.in/24.out,41344359,281161,38787565,5900,250,1350,332,6714,4441,38768382,403,24
./shape/6.in/25.out,40857481,279019,38361565,3111,242,1289,296,6180,4189,38346097,364,23
./shape/6.in/26.out,40819947,279020,38328360,3226,246,1295,296,6150,4183,38312800,371,24
./shape/6.in/27.out,40879178,279167,38368687,3087,234,1292,299,6159,4219,38353214,376,24
./shape/6.in/28.out,40915996,279047,38406098,3115,238,1330,317,6254,4156,38390506,379,25
./shape/6.in/29.out,40848350,278284,38358568,3085,234,1288,300,6143,4200,38343141,372,24
./shape/6.in/30.out,40971659,296955,38366387,3169,249,1354,311,6242,4269,38350632,370,22
